"1","132","863"
"2","51","303"
"3","51","304"
"4","51","305"
"5","51","306"
"6","51","307"
"7","51","308"
"8","51","309"
"9","47","281"
"10","47","282"
"11","47","283"
"12","47","284"
"13","47","285"
"14","47","286"
"15","47","287"
"16","119","773"
"17","119","774"
"18","119","775"
"19","119","776"
"20","119","777"
"21","119","778"
"22","119","779"
"23","162","1026"
"24","162","1027"
"25","162","1028"
"26","162","1029"
"27","162","1030"
"28","162","1031"
"29","162","1032"
"30","55","322"
"31","55","323"
"32","55","324"
"33","55","325"
"34","55","326"
"35","55","327"
"36","55","328"
"37","56","329"
"38","56","330"
"39","56","331"
"40","56","332"
"41","56","333"
"42","56","334"
"43","56","335"
"44","111","713"
"45","111","714"
"46","111","715"
"47","111","716"
"48","111","717"
"49","111","718"
"50","111","719"
"51","102","649"
"52","102","650"
"53","102","651"
"54","102","652"
"55","102","653"
"56","102","654"
"57","102","655"
"58","6","34"
"59","6","35"
"60","6","36"
"61","6","37"
"62","6","38"
"63","6","39"
"64","6","40"
"65","61","364"
"66","61","365"
"67","61","366"
"68","61","367"
"69","61","368"
"70","61","369"
"71","61","370"
"72","61","371"
"73","61","372"
"74","130","849"
"75","130","850"
"76","130","851"
"77","130","852"
"78","130","853"
"79","130","854"
"80","130","855"
"81","58","343"
"82","58","344"
"83","58","345"
"84","58","346"
"85","58","347"
"86","58","348"
"87","58","349"
"88","57","336"
"89","57","337"
"90","57","338"
"91","57","339"
"92","57","340"
"93","57","341"
"94","57","342"
"95","62","373"
"96","62","374"
"97","62","375"
"98","62","376"
"99","62","377"
"100","62","378"
"101","62","379"
"102","66","401"
"103","66","402"
"104","66","403"
"105","66","404"
"106","66","405"
"107","66","406"
"108","66","407"
"109","159","1003"
"110","159","1004"
"111","159","1005"
"112","159","1006"
"113","159","1007"
"114","159","1008"
"115","65","394"
"116","65","395"
"117","65","396"
"118","65","397"
"119","65","398"
"120","65","399"
"121","65","400"
"122","48","288"
"123","48","289"
"124","48","290"
"125","48","291"
"126","48","292"
"127","48","293"
"128","48","294"
"129","139","888"
"130","139","889"
"131","139","890"
"132","139","891"
"133","139","892"
"134","139","893"
"135","139","894"
"136","106","677"
"137","106","678"
"138","106","679"
"139","106","680"
"140","106","681"
"141","106","682"
"142","106","683"
"143","151","955"
"144","151","956"
"145","151","957"
"146","151","958"
"147","151","959"
"148","151","960"
"149","151","961"
"150","136","873"
"151","136","874"
"152","136","875"
"153","136","876"
"154","136","877"
"155","136","878"
"156","136","879"
"157","67","408"
"158","67","409"
"159","67","410"
"160","67","411"
"161","67","412"
"162","67","413"
"163","67","414"
"164","67","415"
"165","67","416"
"166","68","417"
"167","68","418"
"168","68","419"
"169","68","420"
"170","68","421"
"171","68","422"
"172","68","423"
"173","42","243"
"174","42","244"
"175","42","245"
"176","42","246"
"177","42","247"
"178","42","248"
"179","42","249"
"180","42","250"
"181","42","251"
"182","42","252"
"183","113","727"
"184","113","728"
"185","113","729"
"186","113","730"
"187","113","731"
"188","113","732"
"189","113","733"
"190","113","734"
"191","113","735"
"192","112","720"
"193","112","721"
"194","112","722"
"195","112","723"
"196","112","724"
"197","112","725"
"198","112","726"
"199","1","1"
"200","1","2"
"201","1","3"
"202","1","4"
"203","1","5"
"204","1","6"
"205","5","27"
"206","5","28"
"207","5","29"
"208","5","30"
"209","5","31"
"210","5","32"
"211","5","33"
"212","4","20"
"213","4","21"
"214","4","22"
"215","4","23"
"216","4","24"
"217","4","25"
"218","4","26"
"219","3","13"
"220","3","14"
"221","3","15"
"222","3","16"
"223","3","17"
"224","3","18"
"225","3","19"
"226","2","7"
"227","2","8"
"228","2","9"
"229","2","10"
"230","2","11"
"231","2","12"
"232","142","902"
"233","142","903"
"234","142","904"
"235","142","905"
"236","142","906"
"237","142","907"
"238","142","908"
"239","69","424"
"240","69","425"
"241","69","426"
"242","69","427"
"243","69","428"
"244","69","429"
"245","69","430"
"246","69","431"
"247","69","432"
"248","70","433"
"249","70","434"
"250","70","435"
"251","70","436"
"252","70","437"
"253","70","438"
"254","70","439"
"255","141","896"
"256","141","897"
"257","141","898"
"258","141","899"
"259","141","900"
"260","141","901"
"261","73","453"
"262","73","454"
"263","73","455"
"264","73","456"
"265","73","457"
"266","73","458"
"267","73","459"
