495,SUELA KROSS DAMA,34,NEGRO,3
496,SUELA KROSS DAMA,36,NEGRO,5
497,SUELA KROSS DAMA,40,NEGRO,52
498,SUELA KROSS DAMA,34,KLIM,7
499,SUELA KROSS DAMA,35,KLIM,2
500,SUELA KROSS DAMA,36,KLIM,2
501,SUELA KROSS DAMA,38,KLIM,9
502,SUELA KROSS DAMA,39,KLIM,30
503,SUELA KROSS DAMA,40,KLIM,32
504,SUELA KROSS NIÑA,28,BLANCO,19
505,SUELA KROSS NIÑA,27,KLIM,28
506,SUELA KROSS NIÑA,28,KLIM,18
507,SUELA KROSS NIÑA,29,KLIM,19
508,SUELA KROSS NIÑA,30,KLIM,34
509,SUELA KROSS NIÑA,31,KLIM,12
510,SUELA KROSS NIÑA,32,KLIM,21
511,SUELA KROSS NIÑA,33,KLIM,18
512,SUELA LAURA GR,34,BLANCO,6
513,SUELA LAURA GR,36,BLANCO,3
514,SUELA LAURA GR,37,BLANCO,7
515,SUELA LAURA GR,39,NEGRO,30
516,SUELA LINDA GRANDE,35,BLANCO,1
517,SUELA LINDA GRANDE,36,BLANCO,3
518,SUELA LINDA GRANDE,37,BLANCO,3
519,SUELA LINDA GRANDE,38,BLANCO,2
520,SUELA LINDA GRANDE,39,BLANCO,1
521,SUELA LINDA GRANDE,40,BLANCO,1
522,SUELA LINDA GRANDE,34,CREPE,1
523,SUELA LINDA GRANDE,36,CREPE,12
524,SUELA LINDA GRANDE,37,CREPE,5
525,SUELA LINDA GRANDE,38,CREPE,18
526,SUELA LINDA GRANDE,39,CREPE,19
527,SUELA LINDA GRANDE,40,CREPE,11
528,SUELA LINDA MEDIANA,29,CREPE,18
529,SUELA LINDA MEDIANA,31,CREPE,18
530,SUELA LINDA MEDIANA,32,CREPE,3
531,SUELA LINDA PEQUEÑA,21,CREPE,61
532,SUELA LINDA PEQUEÑA,22,CREPE,50
533,SUELA LINDA PEQUEÑA,23,CREPE,2
534,SUELA LINDA PEQUEÑA,24,CREPE,30
535,SUELA LINDA PEQUEÑA,25,CREPE,41
536,SUELA LINDA PEQUEÑA,26,CREPE,11
537,SUELA LITE GRANDE,34,BLANCO,94
538,SUELA LITE GRANDE,35,BLANCO,30
539,SUELA LITE GRANDE,36,BLANCO,141
540,SUELA LITE GRANDE,37,BLANCO,116
541,SUELA LITE GRANDE,38,BLANCO,115
542,SUELA LITE GRANDE,39,BLANCO,27
543,SUELA LITE GRANDE,40,BLANCO,50
544,SUELA LITE GRANDE,36,NEGRO,19
545,SUELA LITE GRANDE,36,KLIM,50
546,SUELA LOVE,34,BLANCO,98
547,SUELA LOVE,37,BLANCO,30
548,SUELA LOVE,38,BLANCO,2
549,SUELA LOVE,39,BLANCO,92
550,SUELA LOVE,40,BLANCO,26
551,SUELA LOVE,34,NEGRO,85
552,SUELA LOVE,35,NEGRO,94
553,SUELA LOVE,36,NEGRO,62
554,SUELA LOVE,37,NEGRO,43
555,SUELA LOVE,38,NEGRO,72
556,SUELA LOVE,39,NEGRO,46
557,SUELA LOVE,40,NEGRO,143
558,SUELA LOVE,34,KLIM,13
559,SUELA LOVE,35,KLIM,63
560,SUELA LOVE,36,KLIM,100
561,SUELA LOVE,37,KLIM,36
562,SUELA LOVE,38,KLIM,46
563,SUELA LOVE,39,KLIM,24
564,SUELA LOVE,40,KLIM,13
565,SUELA LUNA,36,CREPE,6
566,SUELA MACAO,34,CREPE,35
567,SUELA MACAO,38,CREPE,21
568,SUELA MACAO,39,CREPE,6
569,SUELA MARIA D,34,CREPE,26
570,SUELA MARIA D,35,CREPE,108
571,SUELA MARIA D,36,CREPE,27
572,SUELA MARIA D,37,CREPE,56
